pre	post	type	synapses
OLLL	SMDDR	chemical	3
OLLL	SMDVR	chemical	5
OLLR	AVEL	chemical	20
OLLR	CEPVR	chemical	1
OLLR	IL1DR	chemical	1
OLLR	IL1R	chemical	1
OLLR	IL1VR	electrical	2
OLLR	OLQDR	electrical	2
OLLR	RIBR	chemical	9
OLLR	RIGR	electrical	2
OLLR	RMDDR	chemical	4
OLLR	RMDL	chemical	3
OLLR	RMDVR	chemical	6
OLLR	RMER	chemical	1
OLLR	SMDDL	chemical	4
OLLR	SMDVL	chemical	6
OLQDL	RICR	chemical	1
OLQDL	RIGL	electrical	2
OLQDL	RMDDR	chemical	2
OLQDL	SIBVL	chemical	2
OLQDR	IL2R	chemical	3
OLQDR	RICL	chemical	1
OLQDR	RIGR	electrical	2
OLQDR	RMDDL	chemical	2
OLQDR	SIBVR	chemical	1
OLQVL	IL2L	chemical	1
OLQVL	RICL	chemical	1
OLQVL	RIGL	electrical	2
OLQVL	RIH	chemical	1
OLQVL	RMDVR	chemical	3
OLQVL	SIBDL	chemical	3
OLQVR	RICL	chemical	1
OLQVR	RICR	chemical	1
OLQVR	RIGR	electrical	2
OLQVR	RIH	chemical	1
OLQVR	RMDDR	electrical	2
OLQVR	RMDVL	chemical	3
OLQVR	SIBDR	chemical	3
PLNL	SAADL	chemical	5
PLNL	SMBVL	chemical	4
PLNR	SAADR	chemical	4
PLNR	SAAVL	chemical	1
PLNR	SMBVR	chemical	5
PLNR	SMDVL	chemical	1
PVCL	AVAR	chemical	1
PVCL	AVBL	chemical	5
PVCL	AVBR	chemical	9
PVCL	AVDL	chemical	1
PVCL	AVDR	chemical	4
PVCL	AVEL	chemical	1
PVCL	AVER	chemical	3
PVCL	PVCR	chemical	1
PVCL	SIAVL	chemical	1
PVCL	SIAVR	chemical	1
PVCL	SIBVR	chemical	1
PVCR	AVAL	chemical	1
PVCR	AVAR	chemical	1
PVCR	AVBL	chemical	9
PVCR	AVBR	chemical	5
PVCR	AVDL	chemical	5
PVCR	AVDR	chemical	1
PVCR	AVEL	chemical	1
PVCR	AVER	chemical	1
PVCR	RID	chemical	5
PVNL	ALMR	chemical	1
PVNL	BDUR	chemical	4
PVNL	PVCR	chemical	1
PVNR	BDUL	chemical	2
PVNR	BDUR	chemical	5
PVNR	CEPshVR	chemical	1
PVNR	PVNL	chemical	1
PVNR	RIFR	chemical	1
PVPL	ADLL	chemical	1
PVPL	AIZR	chemical	1
PVPL	ASHL	chemical	1
PVPL	AVAL	chemical	1
PVPL	AVAR	chemical	2
PVPL	AVBL	chemical	4
PVPL	AVBR	chemical	5
PVPL	AVDR	chemical	3
PVPL	AVHR	chemical	2
PVPL	AVJR	chemical	1
PVPL	PVCL	chemical	1
PVPL	PVCR	chemical	1
PVPL	PVPR	electrical	2
PVPL	RIGL	chemical	2
PVPL	RIS	chemical	1
PVPL	SIBVL	chemical	1
PVPR	ADEL	chemical	1
PVPR	AQR	chemical	5
PVPR	AVAL	chemical	2
PVPR	AVAR	chemical	3
PVPR	AVBL	chemical	4
PVPR	AVBR	chemical	6
PVPR	AVHR	chemical	1
PVPR	AVJL	chemical	1
PVPR	PVCR	chemical	4
PVPR	RIFR	chemical	1
PVPR	RIGR	chemical	1
PVPR	SMBVR	chemical	1
PVQL	AIAL	chemical	8
PVQL	AIML	chemical	1
PVQL	ASEL	chemical	1
PVQL	ASKL	chemical	7
PVQL	AVBL	chemical	1
PVQL	AVFL	chemical	2
PVQL	CEPshVL	chemical	1
PVQL	PVQR	electrical	2
PVQR	AIAR	chemical	8
PVQR	AIMR	chemical	1
PVQR	ALA	chemical	1
PVQR	ASKR	chemical	6
PVQR	AVFR	chemical	1
PVQR	RIFR	chemical	1
PVR	ALMR	chemical	1
PVR	AVBL	chemical	3
PVR	AVBR	chemical	4
PVR	AVJL	chemical	2
PVR	AVJR	chemical	1
PVR	CEPVL	chemical	1
PVR	IL1DL	chemical	2
PVR	IL1DR	chemical	1
PVR	IL1VL	chemical	3
PVR	IL1VR	chemical	2
PVR	RIPL	chemical	5
PVR	RIPR	chemical	5
PVT	AIBL	electrical	2
PVT	AIBR	chemical	3
PVT	AIBR	electrical	2
PVT	AVKL	chemical	8
PVT	AVKL	electrical	2
PVT	AVKR	chemical	9
PVT	AVKR	electrical	2
PVT	AVL	chemical	3
PVT	BAGL	chemical	1
PVT	BAGR	chemical	1
PVT	DVC	chemical	1
PVT	RIGL	chemical	3
PVT	RIGR	chemical	2
PVT	RMED	chemical	1
PVT	RMEV	chemical	3
PVT	RMFL	chemical	1
PVT	RMFR	chemical	4
PVT	SMBVR	chemical	1
RIAL	RIAR	chemical	2
RIAL	RIVL	chemical	1
RIAL	RIVR	chemical	5
RIAL	RMDDL	chemical	13
RIAL	RMDDR	chemical	7
RIAL	RMDL	chemical	11
RIAL	RMDR	chemical	9
RIAL	RMDVL	chemical	13
RIAL	RMDVR	chemical	19
RIAL	SDQL	chemical	1
RIAL	SIAVL	chemical	4
RIAL	SIAVR	chemical	5
RIAL	SMBDR	chemical	1
RIAL	SMBVR	chemical	1
RIAL	SMDDL	chemical	12
RIAL	SMDDR	chemical	8
RIAL	SMDVL	chemical	7
RIAL	SMDVR	chemical	13
RIAR	AIBL	chemical	1
RIAR	AVAR	chemical	2
RIAR	CEPVR	chemical	1
RIAR	RIAL	chemical	5
RIAR	RIVL	chemical	2
RIAR	RMDDL	chemical	6
RIAR	RMDDR	chemical	14
RIAR	RMDL	chemical	11
RIAR	RMDR	chemical	7
RIAR	RMDVL	chemical	12
RIAR	RMDVR	chemical	6
RIAR	SIADR	chemical	1
RIAR	SMDDL	chemical	3
RIAR	SMDDR	chemical	13
RIAR	SMDVL	chemical	12
RIAR	SMDVR	chemical	4
RIBL	AIBR	chemical	3
RIBL	AIZL	chemical	1
RIBL	AUAL	chemical	1
RIBL	AVAL	chemical	2
RIBL	AVBL	electrical	2
RIBL	AVBR	chemical	1
RIBL	AVBR	electrical	4
RIBL	AVDR	chemical	1
RIBL	AVEL	chemical	3
RIBL	AVER	chemical	5
RIBL	BAGL	chemical	1
RIBL	BAGR	chemical	5
RIBL	OLQDL	electrical	2
RIBL	OLQVL	electrical	2
RIBL	RIAL	chemical	3
RIBL	RIBL	electrical	2
RIBL	RIGL	electrical	2
RIBL	RIH	chemical	1
RIBL	RIS	chemical	1
RIBL	SIADL	electrical	2
RIBL	SIAVL	electrical	2
RIBL	SIBDL	electrical	2
RIBL	SIBVL	electrical	2
RIBL	SIBVR	electrical	1
RIBL	SMDDL	electrical	2
RIBL	SMDDR	electrical	2
RIBL	SMDVR	chemical	1
RIBL	SMDVR	electrical	6
RIBL	URYDL	chemical	1
RIBL	URYVL	chemical	1
RIBR	AIBL	chemical	3
RIBR	AUAR	chemical	2
RIBR	AVAR	chemical	1
RIBR	AVBL	electrical	2
RIBR	AVBR	electrical	2
RIBR	AVEL	chemical	2
RIBR	AVER	chemical	3
RIBR	BAGL	chemical	4
RIBR	OLQDR	electrical	2
RIBR	RIAR	chemical	3
RIBR	RIBL	electrical	6
RIBR	RIBR	electrical	2
RIBR	RIGR	electrical	2
RIBR	RIMR	chemical	1
RIBR	SIADR	electrical	2
RIBR	SIAVR	electrical	2
RIBR	SIBVL	electrical	2
RIBR	SIBVR	electrical	4
RIBR	SMBDR	electrical	2
RIBR	SMDDL	chemical	1
RIBR	SMDDL	electrical	2
RIBR	SMDDR	chemical	2
RIBR	SMDDR	electrical	2
RIBR	SMDVL	chemical	3
RIBR	SMDVL	electrical	4
RIBR	URYVR	chemical	1
RICL	ADAL	chemical	2
RICL	ADAR	chemical	1
RICL	AIBL	chemical	1
RICL	ASHL	electrical	6
RICL	AVAL	chemical	8
RICL	AVAR	chemical	5
RICL	AVEL	chemical	1
RICL	AVKL	electrical	2
RICL	AVKR	chemical	1
RICL	AVKR	electrical	2
RICL	CEPVR	chemical	1
RICL	RIMR	chemical	4
RICL	SMDDL	chemical	4
RICL	SMDDR	chemical	3
RICL	SMDVL	chemical	1
RICL	SMDVR	chemical	3
RICR	ADAL	chemical	1
RICR	ADAR	chemical	1
RICR	AIBL	chemical	1
RICR	ASHR	electrical	2
RICR	AVAL	chemical	9
RICR	AVAR	chemical	8
RICR	AVKL	electrical	2
RICR	AVKR	electrical	2
RICR	CEPVL	chemical	1
RICR	RIMR	chemical	1
RICR	RIVL	chemical	1
RICR	SMBDR	chemical	2
RICR	SMDDL	chemical	3
RICR	SMDDR	chemical	5
RICR	SMDVL	chemical	3
RICR	SMDVR	chemical	1
RID	AIZR	chemical	1
RID	AVBL	electrical	2
RID	AVBR	electrical	2
RID	DVA	chemical	1
RID	RICR	chemical	1
RIFL	ADAL	chemical	1
RIFL	ASHL	chemical	1
RIFL	AVBL	chemical	12
RIFL	AVBR	chemical	1
RIFL	AVJL	chemical	2
RIFL	AVJR	chemical	3
RIFL	PVNL	chemical	1
RIFL	RIML	chemical	5
RIFR	ASHR	chemical	1
RIFR	AVBL	chemical	1
RIFR	AVBR	chemical	13
RIFR	AVDL	chemical	1
RIFR	AVJL	chemical	4
RIFR	PVCL	chemical	1
RIFR	PVNL	chemical	1
RIFR	PVPR	chemical	6
RIFR	RIAR	chemical	1
RIFR	RIMR	chemical	3
RIFR	URADR	chemical	1
RIGL	AIBR	electrical	8
RIGL	AIZL	chemical	2
RIGL	AQR	electrical	4
RIGL	AVER	chemical	2
RIGL	AVKL	chemical	2
RIGL	AVKL	electrical	2
RIGL	AVKR	chemical	1
RIGL	RIBL	chemical	2
RIGL	RIGR	electrical	6
RIGL	RIR	chemical	3
RIGL	RMGL	chemical	1
RIGL	RMHR	chemical	2
RIGL	URYDL	chemical	1
RIGR	AIBL	chemical	1
RIGR	AIBL	electrical	6
RIGR	AQR	electrical	6
RIGR	AVER	chemical	1
RIGR	AVKL	chemical	3
RIGR	AVKR	electrical	4
RIGR	BAGL	chemical	2
RIGR	BAGL	electrical	2
RIGR	PLNR	chemical	1
RIGR	RIBR	chemical	2
RIGR	RIR	chemical	1
RIGR	RMFR	chemical	2
RIGR	RMGR	chemical	1
RIGR	RMHL	chemical	3
RIGR	SIAVR	chemical	1
RIH	ADFL	electrical	2
RIH	ADFR	electrical	2
RIH	AIZL	chemical	6
RIH	AIZR	chemical	5
RIH	AUAR	chemical	1
RIH	BAGL	chemical	2
RIH	CEPDR	chemical	1
RIH	CEPDR	electrical	2
RIH	CEPVL	chemical	1
RIH	FLPL	electrical	4
RIH	FLPR	electrical	4
RIH	IL2R	chemical	1
RIH	IL2VR	chemical	1
RIH	OLQDR	chemical	3
RIH	OLQDR	electrical	2
RIH	OLQVL	chemical	2
RIH	OLQVR	chemical	4
RIH	RIAL	chemical	12
RIH	RIAR	chemical	10
RIH	RIBL	chemical	6
RIH	RIBR	chemical	4
RIH	RIPL	chemical	2
RIH	RIPR	chemical	2
RIH	SMDVL	chemical	1
RIH	URYVR	chemical	1
RIML	ADAL	chemical	1
RIML	AIBR	chemical	6
RIML	AVAR	chemical	1
RIML	AVAR	electrical	6
RIML	AVBL	chemical	3
RIML	AVBR	chemical	6
RIML	AVEL	electrical	4
RIML	AVER	electrical	4
RIML	BWM-DR04	chemical	2
RIML	BWM-DR06	chemical	1
RIML	BWM-VR04	chemical	3
RIML	BWM-VR06	chemical	2
RIML	PVCL	chemical	1
RIML	RIBL	chemical	5
RIML	RIGL	chemical	1
RIML	RMDL	chemical	3
RIML	RMDR	chemical	7
RIML	RMFR	chemical	1
RIML	SAADL	chemical	1
RIML	SAADR	chemical	2
RIML	SAAVL	chemical	3
RIML	SAAVR	chemical	3
RIML	SMDDL	chemical	5
RIML	SMDDR	chemical	1
RIML	SMDVL	chemical	3
RIML	SMDVR	chemical	3
RIMR	AIBL	chemical	6
RIMR	AVAL	chemical	1
RIMR	AVAR	electrical	2
RIMR	AVBL	chemical	3
RIMR	AVBR	chemical	2
RIMR	AVEL	chemical	1
RIMR	AVEL	electrical	4
RIMR	AVER	electrical	4
RIMR	BWM-DL04	chemical	1
RIMR	BWM-DL06	chemical	1
RIMR	BWM-VL04	chemical	3
RIMR	BWM-VL06	chemical	3
RIMR	RIBL	chemical	2
RIMR	RIBR	chemical	4
RIMR	RIGR	chemical	1
RIMR	RMDL	chemical	3
RIMR	RMDR	chemical	1
RIMR	RMFL	chemical	1
RIMR	RMFR	chemical	2
RIMR	SAADL	chemical	2
RIMR	SAAVL	chemical	3
RIMR	SAAVR	chemical	3
RIMR	SMDDL	chemical	1
RIMR	SMDDR	chemical	4
RIMR	SMDVL	chemical	1
RIMR	SMDVR	chemical	3
RIPL	OLQVL	chemical	1
RIPR	AVBR	chemical	1
RIPR	OLQVR	chemical	1
RIR	ADFL	chemical	1
RIR	ADFR	chemical	2
RIR	AIZL	chemical	6
RIR	AIZR	chemical	4
RIR	ASER	chemical	1
RIR	AVHL	chemical	1
RIR	BAGL	electrical	4
RIR	BAGR	chemical	1
RIR	BAGR	electrical	4
RIR	DVA	chemical	1
RIR	RIAL	chemical	4
RIR	RIAR	chemical	3
RIR	RIGR	chemical	1
RIR	RIH	electrical	2
RIR	URXL	chemical	4
RIR	URXR	chemical	3
RIS	AIBL	electrical	2
RIS	AVEL	chemical	9
RIS	AVER	chemical	8
RIS	AVJL	electrical	2
RIS	AVJR	electrical	2
RIS	AVKL	chemical	4
RIS	AVKR	chemical	7
RIS	CEPDL	chemical	1
RIS	CEPVL	chemical	2
RIS	CEPVR	chemical	2
RIS	OLLL	chemical	1
RIS	RIBL	chemical	3
RIS	RIBR	chemical	5
RIS	RICR	chemical	2
RIS	RIML	chemical	4
RIS	RIML	electrical	2
RIS	RIMR	chemical	5
RIS	RIMR	electrical	2
RIS	RMDL	chemical	2
RIS	RMDR	chemical	1
RIS	RMFR	chemical	1
RIS	SMDDL	electrical	2
RIS	SMDDR	chemical	1
RIS	SMDDR	electrical	2
RIS	SMDVL	chemical	2
RIS	SMDVR	chemical	1
RIS	URYDL	chemical	1
RIVL	AIBL	electrical	2
RIVL	AVEL	electrical	2
RIVL	BWM-VR05	chemical	3
RIVL	BWM-VR06	chemical	3
RIVL	BWM-VR07	chemical	3
RIVL	BWM-VR08	chemical	1
RIVL	RIAL	chemical	2
RIVL	RIAR	chemical	3
RIVL	RIVR	electrical	4
RIVL	RMDDR	chemical	2
RIVL	RMDL	chemical	1
RIVL	RMDVL	chemical	2
RIVL	RMFR	chemical	1
RIVL	SAADR	chemical	4
RIVL	SDQR	chemical	1
RIVL	SDQR	electrical	4
RIVL	SIAVR	chemical	4
RIVL	SMDDR	chemical	3
RIVL	SMDVL	chemical	2
RIVR	AVER	electrical	2
RIVR	BWM-VL04	chemical	2
RIVR	BWM-VL06	chemical	2
RIVR	BWM-VL08	chemical	1
RIVR	BWM-VR05	chemical	2
RIVR	RIAL	chemical	2
RIVR	RMDDL	chemical	1
RIVR	RMDR	chemical	1
RIVR	RMDVR	chemical	2
RIVR	RMEV	chemical	1
RIVR	SAADL	chemical	3
RIVR	SDQR	electrical	6
RIVR	SIAVL	chemical	4
RIVR	SMDDL	chemical	1
RIVR	SMDVL	chemical	1
RIVR	SMDVR	chemical	2
RMDDL	AVER	electrical	2
RMDDL	BWM-DR01	chemical	3
RMDDL	BWM-DR02	chemical	7
RMDDL	BWM-DR03	chemical	7
RMDDL	BWM-DR04	chemical	6
RMDDL	BWM-DR05	chemical	5
RMDDL	BWM-DR07	chemical	1
RMDDL	OLQVL	electrical	2
RMDDL	RMDL	electrical	4
RMDDL	RMDVL	electrical	2
RMDDL	RMDVR	chemical	9
RMDDL	SAADL	electrical	2
RMDDR	AVEL	electrical	2
RMDDR	BWM-DL01	chemical	4
RMDDR	BWM-DL02	chemical	10
RMDDR	BWM-DL03	chemical	4
RMDDR	BWM-DL04	chemical	6
RMDDR	BWM-DL06	chemical	1
RMDDR	BWM-DL07	chemical	1
RMDDR	BWM-VL02	chemical	1
RMDDR	OLQDL	electrical	2
RMDDR	RMDDL	electrical	2
RMDDR	RMDVL	chemical	10
RMDDR	RMDVR	electrical	2
RMDDR	RMEV	chemical	1
RMDDR	SAADR	electrical	2
RMDL	BWM-DR02	chemical	1
RMDL	BWM-DR04	chemical	7
RMDL	BWM-DR06	chemical	1
RMDL	BWM-VR02	chemical	1
RMDL	BWM-VR04	chemical	5
RMDL	IL1R	chemical	1
RMDL	IL2R	chemical	1
RMDL	RIAL	chemical	3
RMDL	RIAR	chemical	3
RMDL	RIML	chemical	1
RMDL	RMDR	chemical	4
RMDL	RMDVR	chemical	1
RMDL	RMER	chemical	1
RMDL	RMGR	chemical	1
RMDL	RMHL	chemical	2
RMDR	BWM-DL02	chemical	2
RMDR	BWM-DL04	chemical	2
RMDR	BWM-DL06	chemical	1
RMDR	BWM-VL02	chemical	2
RMDR	BWM-VL04	chemical	5
RMDR	BWM-VL06	chemical	2
RMDR	IL1L	chemical	1
RMDR	IL2L	chemical	1
RMDR	RIAL	chemical	4
RMDR	RIAR	chemical	5
RMDR	RMDDL	chemical	1
RMDR	RMDDR	electrical	4
RMDR	RMDL	chemical	4
RMDR	RMHR	chemical	1
RMDR	SMDDR	electrical	2
RMDR	SMDVR	chemical	1
RMDVL	BWM-VL03	chemical	1
RMDVL	BWM-VL05	chemical	2
RMDVL	BWM-VR01	chemical	8
RMDVL	BWM-VR02	chemical	7
RMDVL	BWM-VR03	chemical	7
RMDVL	BWM-VR04	chemical	6
RMDVL	BWM-VR05	chemical	3
RMDVL	BWM-VR06	chemical	1
RMDVL	BWM-VR07	chemical	2
RMDVL	RMDDR	chemical	9
RMDVR	BWM-VL01	chemical	5
RMDVR	BWM-VL02	chemical	6
RMDVR	BWM-VL03	chemical	5
RMDVR	BWM-VL04	chemical	6
RMDVR	BWM-VL05	chemical	3
RMDVR	BWM-VL06	chemical	1
RMDVR	BWM-VL07	chemical	2
RMDVR	BWM-VR05	chemical	2
RMDVR	RMDDL	chemical	10
RMDVR	RMDVL	electrical	2
RMDVR	RMED	chemical	1
RMDVR	SMBVL	chemical	1
RMED	AVEL	electrical	2
RMED	BWM-VL01	chemical	10
RMED	BWM-VL03	chemical	7
RMED	BWM-VR01	chemical	9
RMED	BWM-VR03	chemical	8
RMED	BWM-VR05	chemical	1
RMED	IL1VL	electrical	2
RMED	IL1VR	electrical	2
RMED	RIPL	electrical	2
RMED	RIPR	electrical	2
RMED	RMDVL	chemical	1
RMED	RMDVR	chemical	1
RMED	SMDDL	chemical	2
RMED	SMDDR	chemical	1
RMEL	AVEL	electrical	2
RMEL	BWM-DR02	chemical	17
RMEL	BWM-DR04	chemical	7
RMEL	BWM-VR02	chemical	11
RMEL	BWM-VR04	chemical	2
RMEL	GLRR	electrical	2
RMEL	IL2VL	chemical	1
RMEL	RIGL	electrical	2
RMER	BWM-DL02	chemical	10
RMER	BWM-DL04	chemical	2
RMER	BWM-VL02	chemical	9
RMEV	AIBR	electrical	2
RMEV	AVEL	electrical	2
RMEV	AVER	electrical	2
RMEV	BWM-DL01	chemical	4
RMEV	BWM-DL03	chemical	2
RMEV	BWM-DR01	chemical	7
RMEV	BWM-DR03	chemical	4
RMEV	IL1DL	electrical	2
RMEV	SMDVL	chemical	1
RMEV	SMDVR	chemical	1
RMFL	AIBL	chemical	1
RMFL	AVKL	chemical	1
RMFL	AVKR	chemical	4
RMFL	BWM-DR02	chemical	5
RMFL	BWM-DR04	chemical	4
RMFL	BWM-DR06	chemical	1
RMFL	BWM-VR02	chemical	3
RMFL	BWM-VR04	chemical	4
RMFL	RMDR	chemical	8
RMFR	AIBR	chemical	1
RMFR	AVKL	chemical	1
RMFR	AVKR	chemical	3
RMFR	BWM-DL02	chemical	2
RMFR	BWM-DL04	chemical	3
RMFR	BWM-VL02	chemical	4
RMFR	BWM-VL04	chemical	5
RMFR	RMDL	chemical	4
RMFR	RMGL	electrical	2
RMGL	AIML	chemical	1
RMGL	ASHL	electrical	2
RMGL	AVEL	chemical	1
RMGL	BWM-DL04	chemical	2
RMGL	BWM-DL06	chemical	5
RMGL	BWM-DL08	chemical	3
RMGL	BWM-VL04	chemical	2
RMGL	BWM-VL06	chemical	8
RMGL	BWM-VL08	chemical	6
RMGL	RICR	chemical	1
RMGL	RMDL	chemical	2
RMGL	RMDR	chemical	3
RMGL	RMDVL	chemical	4
RMGL	RMHL	electrical	2
RMGL	RMHR	chemical	1
RMGL	SAADR	chemical	1
RMGL	SIBVL	chemical	1
RMGL	SMBVL	chemical	1
RMGL	URXL	chemical	1
RMGR	ALMR	chemical	1
RMGR	ASHR	electrical	2
RMGR	AVBR	chemical	1
RMGR	AVER	chemical	1
RMGR	AVJL	chemical	1
RMGR	BWM-DR04	chemical	2
RMGR	BWM-DR06	chemical	7
RMGR	BWM-DR08	chemical	6
RMGR	BWM-VR06	chemical	4
RMGR	BWM-VR08	chemical	3
RMGR	CEPVR	chemical	1
RMGR	RICR	chemical	1
RMGR	RMDL	chemical	4
RMGR	RMDR	chemical	3
RMGR	RMDVR	chemical	4
RMGR	RMFL	electrical	2
RMGR	RMHR	electrical	2
RMGR	SAADL	chemical	1
RMGR	SIBVL	chemical	1
RMGR	SIBVR	chemical	1
RMGR	SMBVR	chemical	1
RMGR	URXR	chemical	1
RMHL	AVKL	chemical	1
RMHL	BWM-DR02	chemical	5
RMHL	BWM-DR04	chemical	1
RMHL	BWM-VR02	chemical	6
RMHL	BWM-VR04	chemical	2
RMHL	RIGR	chemical	1
RMHL	RMDR	chemical	3
RMHL	RMFL	chemical	2
RMHL	RMGR	chemical	1
RMHL	URXL	chemical	1
RMHR	AVKL	chemical	1
RMHR	BWM-DL02	chemical	3
RMHR	BWM-DL04	chemical	3
RMHR	BWM-VL02	chemical	2
RMHR	BWM-VL04	chemical	2
RMHR	RIGL	chemical	1
RMHR	RMDL	chemical	2
RMHR	RMFR	chemical	1
SAADL	AVAL	chemical	5
SAADL	OLLR	chemical	1
SAADL	RIML	chemical	4
SAADL	RIMR	chemical	4
SAADL	RIVR	electrical	2
SAADR	AVAR	chemical	7
SAADR	OLLL	chemical	1
SAADR	RIML	chemical	3
SAADR	RIMR	chemical	4
SAADR	SMDVL	chemical	1
SAAVL	AVAL	chemical	9
SAAVL	RIML	chemical	3
SAAVL	RIMR	chemical	7
SAAVL	RMDVL	electrical	4
SAAVL	RMFR	chemical	2
SAAVL	SMBVR	electrical	6
SAAVL	SMDDR	chemical	2
SAAVR	AVAR	chemical	13
SAAVR	RIML	chemical	10
SAAVR	RIMR	chemical	1
SAAVR	RMDVR	electrical	4
SAAVR	RMFL	chemical	1
SAAVR	SMBVL	electrical	6
SAAVR	SMDDL	chemical	7
SDQL	AIBL	chemical	1
SDQL	AVAL	chemical	1
SDQL	AVAR	chemical	2
SDQL	FLPL	chemical	1
SDQR	AIBL	chemical	1
SDQR	AVAL	chemical	2
SDQR	AVBL	chemical	6
SDQR	AVBR	chemical	1
SDQR	DVA	chemical	5
SDQR	SDQL	electrical	2
SIAVR	SAADR	chemical	4
SIBDL	AIMR	electrical	2
SIBDR	AIML	electrical	2
SIBDR	RIBR	electrical	4
SIBDR	RICR	chemical	1
SIBDR	SIBVR	electrical	4
SIBDR	SMBDR	chemical	1
SIBVL	SIBDL	electrical	2
SMBDL	AVKL	electrical	4
SMBDL	BWM-DR01	chemical	3
SMBDL	BWM-DR02	chemical	4
SMBDL	BWM-DR03	chemical	5
SMBDL	BWM-DR04	chemical	3
SMBDL	BWM-DR05	chemical	5
SMBDL	BWM-DR07	chemical	1
SMBDL	RMED	chemical	4
SMBDL	SAAVR	chemical	1
SMBDR	ALNL	chemical	1
SMBDR	AVAR	chemical	1
SMBDR	AVKR	electrical	6
SMBDR	BWM-DL01	chemical	2
SMBDR	BWM-DL03	chemical	4
SMBDR	BWM-DL04	chemical	2
SMBDR	BWM-DL05	chemical	3
SMBDR	BWM-DL07	chemical	1
SMBDR	BWM-DL08	chemical	1
SMBDR	RMDDR	chemical	1
SMBDR	RMED	chemical	6
SMBDR	SAAVL	chemical	2
SMBDR	SAAVR	chemical	1
SMBVL	AVKL	electrical	2
SMBVL	BWM-VL01	chemical	2
SMBVL	BWM-VL02	chemical	1
SMBVL	BWM-VL03	chemical	5
SMBVL	BWM-VL04	chemical	1
SMBVL	BWM-VL05	chemical	3
SMBVL	BWM-VL07	chemical	4
SMBVL	PLNL	chemical	3
SMBVL	RMEV	chemical	7
SMBVL	SAADL	chemical	9
SMBVL	SIAVL	chemical	1
SMBVR	AVKR	electrical	2
SMBVR	BWM-VR01	chemical	3
SMBVR	BWM-VR02	chemical	1
SMBVR	BWM-VR03	chemical	5
SMBVR	BWM-VR04	chemical	2
SMBVR	BWM-VR05	chemical	4
SMBVR	BWM-VR06	chemical	1
SMBVR	BWM-VR07	chemical	1
SMBVR	RMEV	chemical	6
SMBVR	SAADR	chemical	6
SMBVR	SIBVR	electrical	2
SMDDL	ALNR	chemical	1
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	2
SMDDL	BWM-DR04	chemical	1
SMDDL	BWM-DR05	chemical	1
SMDDL	BWM-DR06	chemical	1
SMDDL	CEPDR	chemical	1
SMDDL	RIAL	chemical	1
SMDDL	RIAR	chemical	4
SMDDL	RMDDL	electrical	2
SMDDL	RMDL	electrical	2
SMDDL	SAAVR	chemical	1
SMDDL	SMDDR	electrical	2
SMDDL	SMDVR	chemical	2
SMDDR	BWM-DL01	chemical	1
SMDDR	BWM-DL03	chemical	2
SMDDR	BWM-DL04	chemical	1
SMDDR	BWM-DL05	chemical	2
SMDDR	BWM-DR03	chemical	1
SMDDR	BWM-DR05	chemical	1
SMDDR	CEPDL	chemical	1
SMDDR	RIAL	chemical	4
SMDDR	RIAR	chemical	4
SMDDR	RMDDR	electrical	2
SMDDR	SAAVL	chemical	1
SMDDR	SMDVL	chemical	1
SMDVL	BWM-VR01	chemical	1
SMDVL	BWM-VR03	chemical	2
SMDVL	BWM-VR04	chemical	2
SMDVL	BWM-VR05	chemical	1
SMDVL	BWM-VR06	chemical	1
SMDVL	RIAL	chemical	5
SMDVL	RIAR	chemical	10
SMDVL	RIVL	electrical	2
SMDVL	RMDVL	electrical	2
SMDVL	SAADR	chemical	1
SMDVL	SMDDR	chemical	6
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	2
SMDVR	BWM-VL04	chemical	1
SMDVR	BWM-VL05	chemical	1
SMDVR	BWM-VL06	chemical	1
SMDVR	CEPVL	chemical	2
SMDVR	RIAL	chemical	10
SMDVR	RIAR	chemical	1
SMDVR	RIVR	electrical	2
SMDVR	RMDVR	electrical	2
SMDVR	SMDDL	chemical	5
SMDVR	SMDVL	electrical	2
URADL	BWM-DL01	chemical	5
URADL	BWM-DL02	chemical	7
URADL	RIPL	chemical	5
URADL	RMDVL	chemical	1
URADR	BWM-DR01	chemical	6
URADR	BWM-DR02	chemical	3
URADR	BWM-DR04	chemical	1
URADR	RIPR	chemical	3
URADR	RMDDL	chemical	1
URAVL	BWM-DL02	chemical	1
URAVL	BWM-VL01	chemical	4
URAVL	BWM-VL02	chemical	5
URAVL	IL1L	chemical	1
URAVL	RIPL	chemical	3
URAVL	RMER	chemical	1
URAVR	BWM-VR01	chemical	9
URAVR	BWM-VR02	chemical	4
URAVR	BWM-VR04	chemical	1
URAVR	IL1VR	chemical	1
URAVR	RIPR	chemical	3
URAVR	RMDVL	chemical	1
URAVR	RMEL	chemical	2
URAVR	RMER	chemical	1
URBL	ADAL	chemical	1
URBL	CEPDL	chemical	3
URBL	CEPVL	chemical	1
URBL	IL1L	chemical	1
URBL	OLLL	chemical	1
URBL	OLQDL	electrical	2
URBL	OLQVL	electrical	2
URBL	RICL	chemical	1
URBL	RICR	chemical	1
URBL	RMEL	chemical	1
URBL	RMHR	chemical	2
URBL	SMBDR	chemical	1
