pre	post	type	synapses
AVKL	RIMR	chemical	1
AVKL	RMFR	chemical	1
AVKL	SAADR	chemical	1
AVKL	SIAVR	chemical	1
AVKL	SMBVR	electrical	1
AVKL	SMDDR	chemical	1
AVKR	ADEL	electrical	1
AVKR	AQR	electrical	1
AVKR	AVKL	electrical	2
AVKR	BDUL	chemical	1
AVKR	LegacyBodyWallMuscles	chemical	2
AVKR	PVPL	electrical	6
AVKR	PVQL	chemical	1
AVKR	RIML	chemical	2
AVKR	RIMR	chemical	2
AVKR	RMDR	chemical	1
AVKR	RMFL	chemical	1
AVKR	SAADL	chemical	1
AVKR	SMBDL	chemical	1
AVKR	SMBVR	electrical	1
AVKR	SMDDL	chemical	1
AVKR	SMDDR	chemical	2
AVL	AVEL	chemical	1
AVL	AVFR	chemical	1
AVL	DA2	chemical	1
AVL	DD1	chemical	1
AVL	DD6	chemical	2
AVL	DVB	electrical	1
AVL	DVC	electrical	9
AVL	HSNR	chemical	1
AVL	LegacyBodyWallMuscles	chemical	10
AVL	PVM	electrical	1
AVL	PVPR	chemical	1
AVL	PVWL	chemical	1
AVL	SABD	chemical	5
AVL	SABVL	chemical	4
AVL	SABVR	chemical	3
AVL	VD12	chemical	4
AVM	ADER	chemical	2
AVM	AVBL	chemical	6
AVM	AVBR	chemical	6
AVM	AVDL	electrical	2
AVM	AVJR	chemical	1
AVM	BDUL	chemical	3
AVM	BDUR	chemical	4
AVM	DA1	chemical	1
AVM	PVCL	chemical	4
AVM	PVCR	chemical	5
AVM	PVNL	chemical	1
AVM	PVR	chemical	3
AVM	RID	chemical	1
AVM	SIBVL	chemical	1
AVM	VA1	chemical	2
AWAL	ADAL	chemical	1
AWAL	AFDL	chemical	5
AWAL	AIYL	chemical	1
AWAL	AIZL	chemical	10
AWAL	ASEL	chemical	4
AWAL	ASGL	chemical	1
AWAL	AWBL	chemical	1
AWAR	ADFR	chemical	3
AWAR	AFDR	chemical	7
AWAR	AIYR	chemical	2
AWAR	AIZR	chemical	7
AWAR	AIZR	electrical	1
AWAR	ASEL	chemical	1
AWAR	ASER	chemical	2
AWAR	AUAR	chemical	1
AWAR	AWAL	electrical	1
AWAR	AWBR	chemical	1
AWAR	RIFR	chemical	2
AWAR	RIGR	chemical	1
AWAR	RIR	chemical	2
AWBL	ADFL	chemical	9
AWBL	AIBR	chemical	1
AWBL	AIZL	chemical	9
AWBL	AUAL	electrical	1
AWBL	AVBL	chemical	1
AWBL	RIAL	chemical	3
AWBL	RMGL	electrical	1
AWBL	SMBDL	chemical	1
AWBR	ADFR	chemical	4
AWBR	AIZR	chemical	4
AWBR	ASGR	chemical	1
AWBR	ASHR	chemical	2
AWBR	AUAR	electrical	1
AWBR	AVBR	chemical	2
AWBR	AWBL	electrical	1
AWBR	RIAR	chemical	1
AWBR	RICL	electrical	1
AWBR	RIR	chemical	2
AWBR	RMGR	electrical	1
AWBR	SMBVR	chemical	1
AWCL	AIAL	chemical	2
AWCL	AIAR	chemical	4
AWCL	AIBL	chemical	2
AWCL	AIBR	chemical	1
AWCL	AIYL	chemical	10
AWCL	ASEL	chemical	1
AWCL	AVAL	chemical	1
AWCL	AWCR	chemical	1
AWCL	RIAL	chemical	3
AWCR	AIAR	chemical	2
AWCR	AIBR	chemical	4
AWCR	AIYL	chemical	4
AWCR	AIYR	chemical	9
AWCR	ASEL	chemical	1
AWCR	ASGR	chemical	1
AWCR	AWCL	chemical	5
BAGL	AIBL	chemical	1
BAGL	AVAR	chemical	2
BAGL	AVEL	chemical	1
BAGL	AVER	chemical	4
BAGL	BAGR	chemical	1
BAGL	RIAR	chemical	5
BAGL	RIBL	chemical	1
BAGL	RIBR	chemical	7
BAGL	RIGL	chemical	1
BAGL	RIGR	chemical	4
BAGL	RIR	electrical	1
BAGR	AIYL	chemical	1
BAGR	AVAL	chemical	2
BAGR	AVEL	chemical	4
BAGR	BAGL	electrical	1
BAGR	RIAL	chemical	5
BAGR	RIBL	chemical	4
BAGR	RIGL	chemical	5
BAGR	RIGL	electrical	1
BAGR	RIR	electrical	1
BDUL	ADEL	chemical	3
BDUL	AVHL	chemical	1
BDUL	AVJR	chemical	1
BDUL	HSNL	chemical	1
BDUL	PVNL	chemical	2
BDUL	PVNR	chemical	2
BDUL	SAADL	chemical	1
BDUL	URADL	chemical	1
BDUR	ADER	chemical	1
BDUR	ALMR	chemical	1
BDUR	AVAL	chemical	3
BDUR	AVHL	chemical	1
BDUR	AVJL	chemical	2
BDUR	HSNR	chemical	4
BDUR	PLMR	electrical	1
BDUR	PVCL	chemical	2
BDUR	PVNL	chemical	4
BDUR	PVNR	chemical	1
BDUR	SDQL	chemical	1
BDUR	URADR	chemical	1
CEPDL	AVER	chemical	5
CEPDL	IL1DL	chemical	4
CEPDL	OLLL	chemical	2
CEPDL	OLQDL	chemical	6
CEPDL	OLQDL	electrical	1
CEPDL	RIBL	chemical	2
CEPDL	RICL	chemical	2
CEPDL	RICR	chemical	4
CEPDL	RIPL	chemical	2
CEPDL	RIS	chemical	1
CEPDL	RMDVL	chemical	3
CEPDL	RMGL	chemical	4
CEPDL	RMHR	chemical	4
CEPDL	SIADR	chemical	2
CEPDL	SMBDR	chemical	1
CEPDL	URADL	chemical	2
CEPDL	URBL	chemical	4
CEPDL	URYDL	chemical	2
CEPDR	AVEL	chemical	6
CEPDR	BDUR	chemical	1
CEPDR	IL1DR	chemical	5
CEPDR	IL1R	chemical	1
CEPDR	OLLR	chemical	8
CEPDR	OLQDR	chemical	5
CEPDR	OLQDR	electrical	2
CEPDR	RIBR	chemical	1
CEPDR	RICL	chemical	4
CEPDR	RICR	chemical	3
CEPDR	RIS	chemical	1
CEPDR	RMDDL	chemical	1
CEPDR	RMDVR	chemical	2
CEPDR	RMGR	chemical	1
CEPDR	RMHL	chemical	4
CEPDR	RMHR	chemical	1
CEPDR	SIADL	chemical	1
CEPDR	SMBDR	chemical	1
CEPDR	URADR	chemical	1
CEPDR	URBR	chemical	2
CEPDR	URYDR	chemical	1
CEPVL	ADLL	chemical	1
CEPVL	AVER	chemical	3
CEPVL	IL1VL	chemical	2
CEPVL	OLLL	chemical	4
CEPVL	OLQVL	chemical	6
CEPVL	OLQVL	electrical	1
CEPVL	RICL	chemical	7
CEPVL	RICR	chemical	4
CEPVL	RIH	electrical	1
CEPVL	RIPL	chemical	1
CEPVL	RMDDL	chemical	4
CEPVL	RMHL	chemical	1
CEPVL	SIAVL	chemical	2
CEPVL	URAVL	chemical	2
CEPVR	ASGR	chemical	1
CEPVR	AVEL	chemical	5
CEPVR	IL1VR	chemical	2
CEPVR	IL2VR	chemical	2
CEPVR	OLLR	chemical	7
CEPVR	OLQVR	chemical	3
CEPVR	OLQVR	electrical	1
CEPVR	RICL	chemical	2
CEPVR	RICR	chemical	4
CEPVR	RIH	electrical	1
CEPVR	RIPR	chemical	1
CEPVR	RIVL	chemical	1
CEPVR	RMDDR	chemical	2
CEPVR	RMHR	chemical	2
CEPVR	SIAVR	chemical	2
CEPVR	URAVR	chemical	1
DA1	DD1	chemical	4
DA1	LegacyBodyWallMuscles	chemical	16
DA1	VD1	chemical	17
DA1	VD2	chemical	1
DA2	DD1	chemical	1
DA2	LegacyBodyWallMuscles	chemical	15
DA2	VD1	chemical	2
DA2	VD2	chemical	11
DA2	VD3	chemical	5
DA3	AS4	chemical	1
DA3	DA4	chemical	2
DA3	DB3	chemical	1
DA3	DD2	chemical	1
DA3	LegacyBodyWallMuscles	chemical	30
DA3	VD3	chemical	25
DA3	VD4	chemical	6
DA4	DA1	electrical	1
DA4	DA3	chemical	1
DA4	DB3	chemical	1
DA4	DD2	chemical	1
DA4	LegacyBodyWallMuscles	chemical	26
DA4	VD4	chemical	12
DA4	VD5	chemical	15
DA5	DB4	chemical	1
DA5	LegacyBodyWallMuscles	chemical	17
DA5	VD5	chemical	1
DA5	VD6	chemical	16
DA6	LegacyBodyWallMuscles	chemical	6
DA6	VD4	chemical	4
DA6	VD5	chemical	3
DA6	VD6	chemical	3
DA8	DA9	electrical	1
DA9	DD6	chemical	1
DA9	LegacyBodyWallMuscles	chemical	1
DA9	VD13	chemical	1
DB1	AIBR	electrical	1
DB1	AS1	chemical	1
DB1	AS2	chemical	1
DB1	AS3	chemical	1
DB1	AVBR	electrical	3
DB1	DB2	electrical	1
DB1	DB4	electrical	1
DB1	DD1	chemical	10
DB1	DVA	electrical	1
DB1	LegacyBodyWallMuscles	chemical	3
DB1	RID	electrical	1
DB1	RIS	electrical	1
DB1	VB3	electrical	1
DB1	VD1	chemical	21
DB1	VD2	chemical	15
DB1	VD3	chemical	1
DB2	AVBR	electrical	1
DB2	DA3	chemical	5
DB2	DD2	chemical	2
DB2	LegacyBodyWallMuscles	chemical	24
DB2	VB1	electrical	2
DB2	VD3	chemical	23
DB2	VD4	chemical	14
DB2	VD5	chemical	1
DB3	AS4	chemical	1
DB3	AS5	chemical	1
DB3	AVBL	electrical	1
DB3	AVBR	electrical	1
DB3	DA4	electrical	1
DB3	DB2	electrical	6
DB3	DB4	electrical	1
DB3	DD2	chemical	4
DB3	DD3	chemical	10
DB3	LegacyBodyWallMuscles	chemical	25
DB3	VD4	chemical	9
DB3	VD5	chemical	26
DB3	VD6	chemical	7
DB4	AVBL	electrical	1
DB4	DD3	chemical	3
DB4	LegacyBodyWallMuscles	chemical	6
DB4	VB2	electrical	1
DB4	VD6	chemical	13
DB5	AVAR	electrical	2
DB5	AVBL	electrical	1
DB5	AVBR	electrical	1
DB6	AVAL	electrical	3
DB6	AVBL	electrical	2
DB6	AVBR	electrical	1
DB7	AVBL	electrical	2
DB7	AVBR	electrical	1
DB7	VD13	chemical	2
DD1	DA2	chemical	2
DD1	LegacyBodyWallMuscles	chemical	34
DD1	VD2	chemical	1
DD2	DA3	chemical	1
DD2	DD1	electrical	1
DD2	LegacyBodyWallMuscles	chemical	28
DD2	VD3	chemical	1
DD2	VD4	chemical	1
DD2	VD4	electrical	2
DD3	DD2	electrical	2
DD3	DD4	electrical	1
DD3	LegacyBodyWallMuscles	chemical	32
DD4	VC3	electrical	1
DD4	VD8	electrical	1
DD5	LegacyBodyWallMuscles	chemical	1
DD5	VB8	chemical	1
DD5	VD9	chemical	1
DD6	LegacyBodyWallMuscles	chemical	1
DVA	AIZL	chemical	3
DVA	AQR	chemical	4
DVA	AUAL	chemical	1
DVA	AUAR	chemical	1
DVA	AVAL	chemical	3
DVA	AVAR	chemical	1
DVA	AVBL	chemical	1
DVA	AVEL	chemical	9
DVA	AVER	chemical	5
DVA	DB2	chemical	1
DVA	DB3	chemical	2
DVA	DB4	chemical	1
DVA	DB5	chemical	1
DVA	DB6	chemical	2
DVA	DB7	chemical	2
DVA	PDEL	chemical	3
DVA	PVCL	chemical	3
DVA	PVCL	electrical	1
DVA	PVCR	chemical	1
DVA	PVR	chemical	3
DVA	PVR	electrical	2
DVA	RIAL	chemical	1
DVA	RIAR	chemical	2
DVA	RIMR	chemical	1
DVA	RIR	chemical	3
DVA	SAADR	chemical	1
DVA	SAAVL	chemical	1
DVA	SAAVR	chemical	1
DVA	SABD	chemical	1
DVA	SMBDL	chemical	3
DVA	SMBDR	chemical	2
DVA	SMBVL	chemical	3
DVA	SMBVR	chemical	2
DVA	VA12	chemical	1
DVA	VA2	chemical	1
DVA	VB1	chemical	1
DVA	VB11	chemical	2
DVB	AS9	electrical	7
DVB	AVL	chemical	5
DVB	DA8	chemical	4
DVB	DD6	chemical	3
DVB	DVC	chemical	3
DVB	PDA	chemical	1
DVB	PHCL	chemical	1
DVB	PVPL	chemical	2
DVB	VB9	electrical	1
DVC	AIBL	chemical	1
DVC	AIBL	electrical	1
DVC	AIBR	chemical	3
DVC	AIBR	electrical	2
DVC	AVAL	chemical	5
DVC	AVAR	chemical	7
DVC	AVBL	chemical	1
DVC	AVKL	chemical	2
DVC	AVKR	chemical	1
DVC	PVPL	electrical	2
DVC	PVPR	electrical	13
DVC	PVT	chemical	1
DVC	RIBL	chemical	1
DVC	RIBR	chemical	1
DVC	RIGL	chemical	5
DVC	RIGR	chemical	5
DVC	RMFL	chemical	2
DVC	RMFR	chemical	4
FLPL	ADEL	chemical	2
FLPL	ADER	chemical	2
FLPL	AIBL	chemical	2
FLPL	AIBR	chemical	2
FLPL	AVAL	chemical	14
FLPL	AVAL	electrical	1
FLPL	AVAR	chemical	17
FLPL	AVBL	chemical	4
FLPL	AVBR	chemical	5
FLPL	AVDL	chemical	6
FLPL	AVDL	electrical	1
FLPL	AVDR	chemical	13
FLPL	DVA	chemical	1
FLPL	FLPR	chemical	1
FLPR	ADER	chemical	2
FLPR	AIBR	chemical	1
FLPR	AVAL	chemical	12
FLPR	AVAR	chemical	5
FLPR	AVBL	chemical	5
FLPR	AVBR	chemical	1
FLPR	AVDL	chemical	10
FLPR	AVDL	electrical	1
FLPR	AVDR	chemical	1
FLPR	AVDR	electrical	1
FLPR	AVEL	chemical	4
FLPR	AVER	chemical	2
FLPR	AVJR	chemical	1
FLPR	DVA	chemical	1
FLPR	FLPL	chemical	2
FLPR	FLPL	electrical	2
FLPR	PVCL	chemical	2
FLPR	VB1	chemical	1
GLRDR	RMED	electrical	1
GLRVR	RMEV	electrical	1
HSNL	AIAL	chemical	1
HSNL	AIZL	chemical	2
HSNL	AIZR	chemical	1
HSNL	ASHL	chemical	1
HSNL	ASHR	chemical	2
HSNL	ASJR	chemical	1
HSNL	ASKL	chemical	1
HSNL	AVDR	chemical	2
HSNL	AVFL	chemical	6
HSNL	AVJL	chemical	2
HSNL	AWBL	chemical	2
HSNL	AWBR	chemical	2
HSNL	HSNR	chemical	3
HSNL	HSNR	electrical	1
HSNL	LegacyBodyWallMuscles	chemical	7
HSNL	RIFL	chemical	3
HSNL	RIML	chemical	2
HSNL	SABVL	chemical	2
HSNL	VC5	chemical	3
HSNR	AIBL	chemical	1
HSNR	AIBR	chemical	1
HSNR	AIZL	chemical	1
HSNR	AIZR	chemical	1
HSNR	AS5	chemical	1
HSNR	ASHL	chemical	2
HSNR	AVDR	chemical	1
HSNR	AVFL	chemical	2
HSNR	AVJL	chemical	1
HSNR	AVL	chemical	1
HSNR	AWBL	chemical	1
HSNR	BDUR	chemical	1
HSNR	DA5	chemical	1
HSNR	DA6	chemical	1
HSNR	HSNL	chemical	1
HSNR	LegacyBodyWallMuscles	chemical	6
HSNR	PVNR	chemical	2
HSNR	PVNR	electrical	1
HSNR	PVQR	chemical	1
HSNR	RIFR	chemical	4
HSNR	RMGR	chemical	1
HSNR	SABD	chemical	1
HSNR	SABVR	chemical	1
HSNR	VA6	chemical	1
HSNR	VC2	chemical	3
HSNR	VC3	chemical	1
HSNR	VD4	chemical	2
I1L	I5	chemical	2
I1L	M2L	chemical	2
I1L	M2R	chemical	2
I1L	M3L	chemical	2
I1L	M3R	chemical	2
I1L	MCL	chemical	2
I1L	MCR	chemical	2
I1L	NSML	chemical	1
I1L	NSMR	chemical	1
I1R	I1L	electrical	1
I1R	I5	chemical	1
I1R	I5	electrical	1
I1R	M2L	chemical	2
I1R	M2R	chemical	2
I1R	M3L	chemical	2
I1R	M3R	chemical	2
I1R	MCL	chemical	2
I1R	MCR	chemical	2
I1R	NSML	chemical	1
I1R	NSMR	chemical	1
I1R	RIPL	electrical	1
I2L	I1L	electrical	1
I2L	I1R	electrical	1
I2L	I4	chemical	1
I2L	I6	chemical	1
I2L	M1	chemical	1
I2L	M1	electrical	2
I2L	NSML	chemical	3
I2L	NSMR	chemical	3
I2R	I1L	electrical	1
I2R	I1R	electrical	1
I2R	I4	chemical	1
I2R	I6	chemical	1
I2R	M1	chemical	1
I2R	M1	electrical	2
I2R	NSML	chemical	3
I2R	NSMR	chemical	3
I3	I1L	chemical	1
I3	I1R	chemical	1
I3	M2L	chemical	1
I3	M2R	chemical	1
I3	M3L	chemical	1
I3	M3R	chemical	1
I3	MCL	chemical	1
I3	MCR	chemical	1
I3	NSML	chemical	1
I3	NSMR	chemical	1
I4	M1	chemical	1
I4	M1	electrical	1
I4	M3L	chemical	3
I4	M3R	chemical	3
I4	MI	electrical	1
I4	NSML	chemical	2
I4	NSMR	chemical	2
I5	I1L	electrical	1
I5	I4	chemical	2
I5	M1	chemical	1
I5	M3L	chemical	2
I5	M3R	chemical	2
I5	M4	chemical	9
I5	M5	chemical	1
I5	NSML	chemical	2
I5	NSMR	chemical	2
I6	M4	chemical	1
I6	NSML	chemical	1
I6	NSMR	chemical	1
IL1DL	IL1DR	electrical	1
IL1DL	IL1L	electrical	1
IL1DL	LegacyBodyWallMuscles	chemical	5
IL1DL	OLLL	electrical	1
IL1DL	PVR	chemical	1
IL1DL	RIH	chemical	1
IL1DL	RIPL	chemical	2
IL1DL	RMDDR	chemical	1
IL1DL	RMDVL	chemical	4
IL1DL	RMEV	electrical	1
IL1DL	URYDL	chemical	1
IL1DR	LegacyBodyWallMuscles	chemical	7
IL1DR	RIPR	chemical	5
IL1DR	RMDVR	chemical	5
IL1L	AVER	chemical	2
IL1L	IL1DL	chemical	1
IL1L	LegacyBodyWallMuscles	chemical	13
IL1L	RMDDL	chemical	5
IL1L	RMDL	chemical	1
IL1L	RMDR	chemical	3
IL1L	RMDVL	chemical	4
IL1L	RMDVR	chemical	2
IL1L	RMER	chemical	1
IL1R	AVEL	chemical	1
IL1R	AVER	chemical	1
IL1R	IL1DR	chemical	1
IL1R	IL1DR	electrical	1
IL1R	IL1VR	electrical	1
IL1R	LegacyBodyWallMuscles	chemical	13
IL1R	RMDDL	chemical	3
IL1R	RMDDR	chemical	2
IL1R	RMDL	chemical	4
IL1R	RMDR	chemical	2
IL1R	RMDVL	chemical	1
IL1R	RMDVR	chemical	4
IL1R	RMEL	chemical	2
IL1R	RMHL	chemical	1
IL1R	URXR	chemical	2
IL1VL	IL1L	chemical	1
IL1VL	IL1L	electrical	1
IL1VL	IL1VR	electrical	1
IL1VL	LegacyBodyWallMuscles	chemical	9
IL1VL	RIPL	chemical	4
IL1VL	RMDDL	chemical	5
IL1VL	URYVL	chemical	1
IL1VR	IL1R	chemical	1
IL1VR	IL2VR	chemical	1
IL1VR	LegacyBodyWallMuscles	chemical	10
IL1VR	RIPR	chemical	6
IL1VR	RMDDR	chemical	10
IL1VR	RMER	chemical	1
IL2DL	AUAL	chemical	1
IL2DL	IL1DL	chemical	7
IL2DL	OLQDL	chemical	2
IL2DL	RIBL	chemical	1
IL2DL	RIPL	chemical	10
IL2DL	RMEL	chemical	4
IL2DL	RMER	chemical	3
IL2DL	URADL	chemical	3
IL2DR	CEPDR	chemical	1
IL2DR	IL1DR	chemical	7
IL2DR	RICR	chemical	1
IL2DR	RIPR	chemical	11
IL2DR	RMED	chemical	1
IL2DR	RMEL	chemical	2
IL2DR	RMER	chemical	2
IL2DR	RMEV	chemical	1
IL2DR	URADR	chemical	3
IL2L	ADEL	chemical	2
IL2L	AVEL	chemical	1
IL2L	IL1L	chemical	1
IL2L	OLQDL	chemical	5
IL2L	OLQVL	chemical	8
IL2L	RICL	chemical	1
IL2L	RIH	chemical	7
IL2L	RMDL	chemical	3
IL2L	RMDR	chemical	1
IL2L	RMER	chemical	2
IL2L	RMEV	chemical	2
IL2L	RMGL	electrical	1
IL2L	URXL	chemical	2
IL2R	ADER	chemical	2
IL2R	IL1R	chemical	1
IL2R	IL1VR	electrical	1
IL2R	OLLR	chemical	2
IL2R	OLQDR	chemical	2
IL2R	OLQVR	chemical	7
IL2R	RIH	chemical	6
IL2R	RMDL	chemical	2
IL2R	RMEL	chemical	2
IL2R	RMEV	chemical	1
IL2R	RMGR	electrical	1
IL2R	URBR	chemical	1
IL2R	URXR	electrical	1
IL2VL	BAGR	chemical	1
IL2VL	IL1VL	chemical	7
IL2VL	IL2L	chemical	1
IL2VL	OLQVL	chemical	1
IL2VL	RIAL	chemical	1
IL2VL	RIH	chemical	2
IL2VL	RIPL	chemical	11
IL2VL	RMEL	chemical	2
IL2VL	RMER	chemical	4
IL2VL	RMEV	chemical	1
IL2VL	URAVL	chemical	3
IL2VR	IL1VR	chemical	6
IL2VR	OLQVR	chemical	2
IL2VR	RIAR	chemical	2
IL2VR	RIH	chemical	3
IL2VR	RIPR	chemical	15
IL2VR	RMEL	chemical	3
IL2VR	RMER	chemical	2
IL2VR	RMEV	chemical	3
IL2VR	URAVR	chemical	4
IL2VR	URXR	chemical	1
LUAL	AVAL	chemical	5
LUAL	AVAR	chemical	6
LUAL	AVDL	chemical	4
LUAL	AVDR	chemical	2
LUAL	AVJL	chemical	1
LUAL	PHBL	chemical	1
LUAL	PVNL	chemical	1
LUAL	PVWL	chemical	1
LUAR	AVAL	chemical	3
LUAR	AVAR	chemical	7
LUAR	AVDL	chemical	1
LUAR	AVDR	chemical	3
LUAR	AVJR	chemical	1
LUAR	PQR	chemical	1
LUAR	PVCR	chemical	3
LUAR	PVR	chemical	1
LUAR	PVWL	chemical	1
M1	I2L	chemical	2
M1	I2R	chemical	2
M1	I3	chemical	1
M1	I3	electrical	1
M1	MI	electrical	1
M1	pm1	chemical	8
M2L	I3	chemical	1
M2L	I3	electrical	1
M2L	M4	electrical	1
M2L	M5	electrical	2
M2L	MCL	electrical	2
M2L	MCR	electrical	2
M2L	MI	electrical	2
M2L	pm4	chemical	4
M2R	I3	chemical	1
M2R	I3	electrical	1
M2R	M2L	electrical	1
M2R	M3L	electrical	1
M2R	M3R	electrical	1
M2R	M4	electrical	1
M2R	M5	electrical	2
M2R	MCL	electrical	2
M2R	MCR	electrical	2
M2R	MI	electrical	2
M2R	pm4	chemical	5
M3L	MCR	electrical	1
M3L	pm4	chemical	4
M3R	M3L	electrical	1
M3R	MCL	electrical	1
M3R	MCR	electrical	1
M3R	MI	electrical	1
M3R	pm4	chemical	4
M4	I6	electrical	1
M4	M1	chemical	1
M4	M4	electrical	6
M5	I5	chemical	1
M5	I5	electrical	2
M5	I6	electrical	2
M5	M1	chemical	1
M5	M4	electrical	1
M5	M5	electrical	4
MCL	M3L	electrical	1
MI	I1L	electrical	1
MI	I1R	electrical	1
MI	I3	electrical	1
MI	I5	chemical	2
MI	I5	electrical	2
MI	M1	chemical	1
MI	M2L	chemical	1
MI	M2R	chemical	1
MI	M3L	chemical	1
MI	M3L	electrical	1
MI	M3R	chemical	1
MI	MCL	electrical	2
MI	MCR	electrical	2
MI	pm4	chemical	4
NSML	I6	chemical	1
NSMR	I6	chemical	1
NSMR	M3L	chemical	1
NSMR	M3R	chemical	1
OLLL	AVER	chemical	21
OLLL	CEPDL	chemical	3
OLLL	CEPVL	chemical	4
OLLL	IL1VL	chemical	2
OLLL	OLLR	electrical	2
OLLL	RIBL	chemical	8
OLLL	RIGL	electrical	1
OLLL	RMDDL	chemical	7
OLLL	RMDL	chemical	2
OLLL	RMDVL	chemical	1
OLLL	RMEL	chemical	2
OLLL	SMDDL	chemical	3
OLLL	SMDDR	chemical	4
OLLL	SMDVR	chemical	4
OLLL	URYDL	chemical	1
OLLR	AVEL	chemical	16
OLLR	CEPDR	chemical	2
OLLR	CEPVR	chemical	6
OLLR	IL1DR	chemical	2
OLLR	IL1DR	electrical	1
OLLR	IL1VR	chemical	1
OLLR	IL2R	chemical	1
OLLR	RIBR	chemical	10
OLLR	RIGR	electrical	1
OLLR	RMDDR	chemical	10
OLLR	RMDL	chemical	3
OLLR	RMDVR	chemical	3
OLLR	RMER	chemical	2
OLLR	SMDDR	chemical	1
OLLR	SMDVL	chemical	4
OLLR	SMDVR	chemical	3
OLQDL	RICR	chemical	1
OLQDL	RIGL	electrical	1
OLQDL	RMDDR	chemical	4
OLQDL	RMDVL	electrical	1
OLQDL	SIBVL	chemical	3
OLQDL	URBL	electrical	1
OLQDR	RICL	chemical	1
OLQDR	RICR	chemical	1
OLQDR	RIGR	electrical	1
OLQDR	RMDDL	chemical	3
OLQDR	RMDVR	electrical	1
OLQDR	RMHR	chemical	1
OLQDR	SIBVR	chemical	2
OLQVL	IL1VL	chemical	2
OLQVL	IL2VL	chemical	1
OLQVL	RICL	chemical	1
OLQVL	RIGL	electrical	1
OLQVL	RIH	chemical	1
OLQVL	RIPL	chemical	1
OLQVL	RMDDL	electrical	1
OLQVL	RMDVR	chemical	4
OLQVL	SIBDL	chemical	3
OLQVL	URBL	electrical	1
OLQVR	IL1VR	chemical	1
OLQVR	RICR	chemical	1
OLQVR	RIGR	electrical	1
OLQVR	RIH	chemical	2
OLQVR	RIPR	chemical	2
OLQVR	RMDVL	chemical	4
OLQVR	RMER	chemical	1
OLQVR	SIBDR	chemical	4
PDA	AS11	chemical	1
PDA	DA9	chemical	1
PDA	DA9	electrical	1
PDA	DD6	chemical	1
PDA	LegacyBodyWallMuscles	chemical	2
PDA	PVNR	chemical	1
PDA	VD13	chemical	3
PDB	LegacyBodyWallMuscles	chemical	2
PDB	VD13	chemical	4
PDEL	AVKL	chemical	6
PDEL	DVA	chemical	24
PDEL	PDER	chemical	1
PDEL	PDER	electrical	3
PDEL	PVCR	electrical	1
PDEL	PVM	chemical	2
PDEL	PVM	electrical	1
PDEL	PVR	chemical	2
PDEL	VA9	chemical	1
PDEL	VD11	chemical	1
PDER	AVKL	chemical	16
PDER	DVA	chemical	35
PDER	PVCL	chemical	1
PDER	PVCR	chemical	1
PHAL	AVDR	chemical	1
PHAL	AVFL	chemical	3
PHAL	AVG	chemical	5
PHAL	AVHL	chemical	1
PHAL	AVHR	chemical	1
PHAL	DVA	chemical	2
PHAL	PHAR	chemical	5
PHAL	PHAR	electrical	2
PHAL	PHBL	chemical	5
PHAL	PHBR	chemical	5
PHAL	PVQL	chemical	2
PHAR	AVG	chemical	3
PHAR	AVHR	chemical	1
PHAR	DA8	chemical	1
PHAR	DVA	chemical	2
PHAR	PHAL	chemical	6
PHAR	PHBL	chemical	1
PHAR	PHBR	chemical	5
PHAR	PVPL	electrical	3
PHAR	PVQL	chemical	2
PHBL	AVAL	chemical	9
PHBL	AVAR	chemical	6
PHBL	AVDL	chemical	1
PHBL	PHBR	chemical	1
PHBL	PVCL	chemical	13
PHBL	VA12	chemical	1
PHBR	AVAL	chemical	7
PHBR	AVAR	chemical	7
PHBR	AVDL	chemical	1
PHBR	AVDR	chemical	1
PHBR	AVFL	chemical	1
PHBR	DA8	chemical	1
PHBR	PHBL	chemical	1
PHBR	PHBL	electrical	3
PHBR	PVCL	chemical	6
PHBR	PVCR	chemical	3
PHBR	VA12	chemical	2
PHCL	AVAL	chemical	1
PHCL	DA9	chemical	7
PHCL	DA9	electrical	1
PHCL	DVA	chemical	6
PHCL	LUAL	chemical	1
PHCL	PVCL	chemical	2
PHCL	VA12	chemical	2
PHCR	AVHR	chemical	1
PHCR	DA9	chemical	2
PHCR	DVA	chemical	8
PHCR	LUAR	chemical	1
PHCR	PHCL	chemical	1
PHCR	PHCL	electrical	1
PHCR	PVCR	chemical	8
PHCR	PVCR	electrical	1
PHCR	VA12	chemical	1
PHCR	VA12	electrical	1
PLML	BDUL	electrical	1
PLML	HSNL	chemical	1
PLML	LUAL	electrical	1
PLML	PHCL	electrical	1
PLML	PVCL	electrical	1
PLMR	AS6	chemical	1
PLMR	AVAL	chemical	4
PLMR	AVAR	chemical	1
PLMR	AVDL	chemical	1
PLMR	AVDR	chemical	4
PLMR	DVA	chemical	5
PLMR	HSNR	chemical	1
PLMR	LUAR	electrical	1
PLMR	PDEL	chemical	2
PLMR	PDER	chemical	3
PLMR	PVCL	chemical	2
PLMR	PVCR	electrical	1
PLMR	PVR	electrical	2
PLNL	LegacyBodyWallMuscles	chemical	1
PLNL	SAADL	chemical	5
PLNL	SMBVL	chemical	6
PLNR	SAADR	chemical	4
PLNR	SMBVR	chemical	6
PQR	AVAL	chemical	8
PQR	AVAR	chemical	11
PQR	AVDL	chemical	7
PQR	AVDR	chemical	6
PQR	AVG	chemical	1
